condition_name,exp_selected_item_name,selected_LANDLINE_ONLY,availablity_addon_LANDLINE_ONLY,selected_EVENING_WEEKEND,selected_ANYTIME_LANDLINE_MOBILE,selected_INTERNATIONAL_300,total_addon_cost_paid,exp_likelihoodToTake,demogAge,BB_current_provider,BB_current_plan,BB_current_contract_length,BB_usage_email,BB_usage_browsing,BB_usage_music_podcasts,BB_usage_TV_movies,BB_usage_video_calls,BB_usage_large_files,BB_usage_downloading_games,BB_usage_playing_games,VF_SEG_statements_1,VF_SEG_statements_2,VF_SEG_statements_3,MOB_current_mobile_provider,demogEducation,demogMaritalStatus,VF_SEG_living_arrangements,demogRegion,demogRural_urban,VF_current_landline_service,is_female,demogWorkStatus_2,demogHouseIncome_value_k,demogTotalHHSize,hh_num_under_18,has_children_under_18,is_mobile,BB_price_is_bundled,BB_current_spend_seperate_abs,BB_current_spend_bundled_abs,BB_current_time_with_provider_abs,MOB_current_mobile_plan_type_2,MOB_time_with_current_mobile_provider_abs,VF_SEGMENT,VF_current_landline_usage_bin,willing_to_wait_score
3) LL add-on at £3,4_Pro_superfast_1,0,1,0,1,0,8,7,38,Virgin Media,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Every day,Every day,Most days,Every day,Most days,Occasionally,Occasionally,Most days,2  Agree ,3  Neutral ,4  Agree ,Tesco Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,Town,Yes,1,Full_time,1.25,2,0,0,0,1,0,35,3,PAYG,5,Young couples (18-44yrs),0,3.4
5) Call bundles only,3_Superfast_100,0,0,0,0,0,0,0,69,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Every day,Every day,Rarely,Occasionally,Rarely,Occasionally,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Other  ,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,West Midlands,Town,No,1,Retired,62.5,3,0,0,0,0,45,0,11,SIMO,5,Sticker,0,3.4
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,0,29,Other,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Never,Never,Never,Never,Never,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Vodafone,GCSE or equivalent,Single,I live with other members of my family.,West Midlands,Town,No,1,Unemployed_seeking,12.5,2,0,0,1,0,0,0,0,PAYG,11,Parents move-in,0,1
4) LL add-on at £5,7_Pro_ultrafast_200,0,1,0,0,0,0,8,49,Sky,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,2  Agree ,3  Neutral ,2  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,West Midlands,Rural,Yes,0,Full_time,125,5,0,0,1,1,0,113,5.416666667,PAYM,10,Sticker,0,4.6
0) Baseline,1_Superfast_1,0,0,0,1,0,8,0,63,Plusnet,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Most days,Every day,Occasionally,Rarely,Never,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,1  Strongly    Agree ,Other  ,PhD,Widowed / Divorced / Separated,I live alone.,Wales,Village,Yes,1,Retired,12.5,1,0,0,0,0,15,0,11,SIMO,1.75,Switcher,1,4.2
5) Call bundles only,8_Pro_ultrafast_500,0,0,0,1,0,8,5,39,BT,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Most days,Every day,Most days,Occasionally,Occasionally,Never,Never,4  Agree ,4  Agree ,5  Strongly  Agree ,EE,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,Village,Yes,1,Full_time,45,4,2,1,0,1,0,48,11.91666667,PAYM,10.83333333,Younger Family (children <=12yrs),1,4.8
2) LL add-on at £1,7_Pro_ultrafast_200,0,1,1,0,0,5,7,22,BT,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Most days,Most days,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Most days,3  Neutral ,3  Neutral ,4  Agree ,3,A-level or equivalent,Single,I live with my partner and we live alone.,South East England,City Centre,Yes,1,Unemployed_homemaker_student_other,12.5,2,0,0,1,1,0,35,2.416666667,PAYM,3.25,Young couples (18-44yrs),1,1.2
3) LL add-on at £3,7_Pro_ultrafast_200,1,1,0,0,0,3,3,30,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,EE,Bachelor or first degree equivalent,Single,I live alone.,North West England,Town,Yes,1,Part_time,1.25,2,1,1,1,1,0,30,2.083333333,SIMO,2,Sticker,0,1
4) LL add-on at £5,9_Pro_gigafast_900,0,1,0,1,0,8,8,41,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Occasionally,Occasionally,Occasionally,Every day,3  Neutral ,4  Agree ,3  Neutral ,Virgin Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Scotland,Town,Yes,0,Unemployed_homemaker_student_other,37.5,3,1,1,0,1,0,108,11,PAYM,2.5,Younger Family (children <=12yrs),1,4
5) Call bundles only,2_Superfast_2,0,0,0,0,0,0,8,59,Vodafone,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Most days,Every day,Never,Rarely,Never,Never,2  Agree ,4  Agree ,4  Agree ,Other  ,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,South East England,Town,Yes,0,Unemployed_homemaker_student_other,17.5,3,0,0,1,0,21.81,0,0.5,SIMO,11,Switcher,0,4.6
1) LL add-on at £0,2_Superfast_2,0,1,0,0,0,0,9,54,EE,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Never,Occasionally,Never,Never,Rarely,4  Agree ,2  Agree ,4  Agree ,giffgaff,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,City Suburb,Yes,0,Unemployed_seeking,22.5,4,0,0,0,1,0,27,1.75,PAYG,4,Empty nester couples (45-64yrs),1,3.2
1) LL add-on at £0,1_Superfast_1,0,1,0,0,1,5,7,70,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Most days,Every day,Occasionally,Every day,Every day,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,3,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,London,City Suburb,Yes,0,Retired,12.5,1,0,0,0,1,0,32,1.666666667,PAYG,2.5,Retired singles (>65yrs),0,3.4
3) LL add-on at £3,4_Pro_superfast_1,0,1,0,1,0,8,4,67,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Occasionally,Occasionally,Occasionally,Never,Rarely,2  Agree ,3  Neutral ,4  Agree ,EE,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,City Suburb,Yes,0,Retired,27.5,2,0,0,0,1,0,36,6.25,SIMO,3.5,Retired couples (>65yrs),1,3.6
0) Baseline,4_Pro_superfast_1,0,0,0,1,0,8,7,69,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Occasionally,Occasionally,Never,Occasionally,Every day,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,Tesco Mobile,Masters or other higher degree,Widowed / Divorced / Separated,I live alone.,Wales,City Suburb,Yes,1,Retired,27.5,1,0,0,1,1,0,40,5.5,SIMO,1,Switcher,1,3.2
1) LL add-on at £0,3_Superfast_100,1,1,0,0,0,0,6,43,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Every day,Every day,Occasionally,Never,Never,3  Neutral ,3  Neutral ,3  Neutral ,Virgin Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Scotland,Village,Yes,1,Full_time,62.5,4,2,1,1,1,0,121,11,PAYM,1,Older Family (min. one child >=13yrs),0,4
0) Baseline,1_Superfast_1,0,0,0,0,0,0,2,58,Other,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Never,Never,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,4  Agree ,Tesco Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Scotland,Rural,Yes,0,Full_time,27.5,3,0,0,0,0,35,0,5.25,PAYG,9.25,Sticker,1,2
5) Call bundles only,2_Superfast_2,0,0,0,1,0,8,1,52,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Never,Every day,Every day,Every day,Occasionally,Occasionally,Rarely,Every day,1  Strongly    Agree ,2  Agree ,3  Neutral ,Other  ,Masters or other higher degree,Widowed / Divorced / Separated,I live with my / my partners children (under 18 years old).,South West England,City Suburb,Yes,1,Part_time,22.5,3,2,1,1,0,45,0,1.916666667,SIMO,1.416666667,Older Family (min. one child >=13yrs),1,4.2
2) LL add-on at £1,2_Superfast_2,0,1,0,0,0,0,6,63,Vodafone,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Most days,Most days,Occasionally,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,London,City Centre,Yes,0,Part_time,12.5,1,0,0,0,0,20.28,0,5.5,PAYM,0.75,Sticker,0,4.2
1) LL add-on at £0,3_Superfast_100,0,1,0,1,0,8,5,71,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Occasionally,Rarely,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,2  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,City Suburb,Yes,0,Retired,62.5,2,0,0,0,1,0,30,7,PAYM,9.333333333,Retired couples (>65yrs),1,4
0) Baseline,8_Pro_ultrafast_500,0,0,1,0,0,5,6,47,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Most days,Every day,Occasionally,Most days,Most days,Occasionally,Rarely,Rarely,4  Agree ,4  Agree ,2  Agree ,O2,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Full_time,45,2,0,0,1,1,0,80,0.083333333,PAYM,0.583333333,Empty nester couples (45-64yrs),1,3.4
5) Call bundles only,9_Pro_gigafast_900,0,0,0,1,0,8,0,73,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Never,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,Village,Yes,0,Retired,27.5,2,0,0,1,1,0,60,11,PAYG,11,Sticker,1,3.6
2) LL add-on at £1,1_Superfast_1,0,1,0,1,0,8,8,68,TalkTalk,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Rarely,Occasionally,Rarely,Never,Never,2  Agree ,3  Neutral ,5  Strongly  Agree ,EE,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,Village,Yes,0,Retired,32.5,2,0,0,0,0,25,0,3.666666667,PAYG,6.333333333,Retired couples (>65yrs),1,4.4
4) LL add-on at £5,3_Superfast_100,0,1,0,1,0,8,6,70,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Rarely,Every day,Rarely,Never,Never,3  Neutral ,2  Agree ,3  Neutral ,Virgin Mobile,Bachelor or first degree equivalent,Single,I live alone.,London,City Centre,Yes,0,Retired,22.5,1,0,0,1,1,0,95,11.33333333,PAYG,8.333333333,Retired singles (>65yrs),1,3.6
5) Call bundles only,5_Pro_superfast_2,0,0,0,1,0,8,7,30,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Most days,Most days,Most days,Every day,Most days,Most days,Occasionally,Rarely,2  Agree ,2  Agree ,4  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,City Suburb,Yes,1,Part_time,17.5,2,0,0,1,1,0,35,11.75,PAYM,5.333333333,Young couples (18-44yrs),1,2
4) LL add-on at £5,9_Pro_gigafast_900,0,1,0,1,0,8,10,57,Vodafone,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Most days,Most days,Most days,Most days,Most days,Every day,5  Strongly  Agree ,3  Neutral ,3  Neutral ,O2,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,City Centre,Yes,1,Full_time,62.5,6,4,1,0,1,0,55,3.75,PAYM,5.25,Younger Family (children <=12yrs),1,4.2
1) LL add-on at £0,3_Superfast_100,1,1,0,0,0,0,5,33,Plusnet,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Most days,Never,Rarely,Rarely,Most days,5  Strongly  Agree ,5  Strongly  Agree ,1  Strongly    Agree ,EE,Vocational certificate,Widowed / Divorced / Separated,I live alone.,Wales,Town,Yes,1,Part_time,1.25,1,0,0,1,1,0,43,4,PAYM,11,Young singles (18-44yrs),1,3.4
4) LL add-on at £5,1_Superfast_1,0,1,0,1,0,8,7,40,BT,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Rarely,Never,Rarely,Never,Never,5  Strongly  Agree ,1  Strongly    Agree ,5  Strongly  Agree ,EE,Bachelor or first degree equivalent,Single,I live alone.,Scotland,Village,Yes,1,Unemployed_homemaker_student_other,12.5,1,0,0,0,1,0,28,11.58333333,PAYG,11.33333333,Young singles (18-44yrs),1,4.4
0) Baseline,7_Pro_ultrafast_200,0,0,0,1,1,13,9,46,Virgin Media,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Every day,Most days,Most days,Most days,Occasionally,Occasionally,3  Neutral ,3  Neutral ,3  Neutral ,EE,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,London,Town,Yes,0,Full_time,37.5,3,4,1,1,1,0,35,1.5,PAYM,3.583333333,Younger Family (children <=12yrs),1,3.8
4) LL add-on at £5,1_Superfast_1,0,1,0,1,0,8,7,65,BT,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Occasionally,Every day,Never,Rarely,Never,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,4  Agree ,Tesco Mobile,Other,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,City Suburb,Yes,1,Unemployed_homemaker_student_other,12.5,2,0,0,1,1,0,61,11,PAYG,11,Sticker,1,2.6
4) LL add-on at £5,1_Superfast_1,1,1,0,0,0,5,8,42,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Most days,Occasionally,Never,Occasionally,Occasionally,Most days,Occasionally,Occasionally,1  Strongly    Agree ,2  Agree ,2  Agree ,Virgin Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,London,City Centre,Yes,0,Full_time,125,4,2,1,1,1,0,50,1.166666667,PAYM,2.166666667,Younger Family (children <=12yrs),1,2.2
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,0,66,Three,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Occasionally,Never,Never,Never,Never,2  Agree ,2  Agree ,5  Strongly  Agree ,3,GCSE or equivalent,Single,I live alone.,North West England,Town,No,0,Retired,7.5,1,0,0,1,0,18,0,10.58333333,SIMO,10.58333333,Sticker,0,3
5) Call bundles only,5_Pro_superfast_2,0,0,0,0,0,0,5,38,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,3  Neutral ,3  Neutral ,3  Neutral ,EE,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Scotland,Town,Yes,1,Full_time,27.5,3,1,1,1,1,0,60,6.416666667,PAYM,7.166666667,Younger Family (children <=12yrs),0,4
2) LL add-on at £1,3_Superfast_100,0,1,0,0,0,0,6,50,NOW Broadband,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Every day,Occasionally,Occasionally,Never,Never,3  Neutral ,5  Strongly  Agree ,4  Agree ,Other  ,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,Village,Yes,0,Full_time,27.5,2,0,0,0,0,22,0,0.083333333,SIMO,0.083333333,Empty nester couples (45-64yrs),0,4
2) LL add-on at £1,9_Pro_gigafast_900,0,1,1,0,0,5,10,38,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Most days,Every day,Most days,Every day,Most days,Every day,Most days,5  Strongly  Agree ,4  Agree ,5  Strongly  Agree ,O2,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,City Centre,Yes,0,Full_time,225,3,2,1,1,1,0,40,6.5,PAYM,6.5,Younger Family (children <=12yrs),1,2.2
0) Baseline,1_Superfast_1,0,0,0,0,0,0,7,59,Plusnet,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Rarely,Most days,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,O2,Masters or other higher degree,Widowed / Divorced / Separated,I live alone.,South East England,Town,Yes,1,Retired,27.5,1,0,0,1,0,19,0,5.25,PAYM,11,Single empty nester (45-64yrs),0,4.4
2) LL add-on at £1,4_Pro_superfast_1,0,1,0,1,0,8,4,56,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Occasionally,Rarely,Occasionally,Rarely,Every day,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Vodafone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,Village,Yes,1,Retired,1.25,2,0,0,1,1,0,50,1.083333333,PAYM,11.91666667,Empty nester couples (45-64yrs),1,3.4
1) LL add-on at £0,3_Superfast_100,1,1,0,0,0,0,6,26,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Every day,Every day,Occasionally,Rarely,Occasionally,4  Agree ,4  Agree ,3  Neutral ,EE,Bachelor or first degree equivalent,Single,I live with housemates or other unrelated people.,London,City Suburb,Don't Know,1,Full_time,45,3,0,0,0,1,0,43,1,PAYM,9,Young Professionals,0,3.2
2) LL add-on at £1,2_Superfast_2,0,1,0,1,0,8,5,70,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Most days,Most days,Occasionally,Occasionally,Occasionally,2  Agree ,2  Agree ,4  Agree ,Vodafone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,East Midlands,Town,Yes,0,Part_time,62.5,4,0,0,1,0,26,0,1.5,PAYM,6,Older Family (min. one child >=13yrs),1,3.4
2) LL add-on at £1,1_Superfast_1,1,1,0,0,0,1,0,70,Plusnet,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Never,Occasionally,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,giffgaff,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,South East England,City Suburb,Yes,1,Retired,12.5,1,0,0,0,0,21,0,0.5,SIMO,2.5,Sticker,1,4
3) LL add-on at £3,1_Superfast_1,1,1,0,0,0,3,3,67,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,2  Agree ,3  Neutral ,4  Agree ,Sky Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Retired,32.5,2,0,0,0,0,22.99,0,3.583333333,SIMO,0.916666667,Retired couples (>65yrs),1,4.2
0) Baseline,8_Pro_ultrafast_500,0,0,0,1,0,8,10,30,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Occasionally,Occasionally,Most days,Every day,3  Neutral ,3  Neutral ,3  Neutral ,3,Vocational certificate,Single,I live with other members of my family.,West Midlands,Town,Yes,0,Full_time,45,3,0,0,1,1,0,54,3.5,PAYM,6.25,Boomerang,0,4.2
